map,result,team1_world_rank,team2_world_rank,1_top_Times played,1_top_wins,1_top_draws,1_top_losses,1_top_Total rounds played,1_top_Rounds won,1_top_Win percent,1_top_Pistol rounds,1_top_Pistol rounds won,1_top_Pistol round win percent,1_top_CT round win percent,1_top_T round win percent,1_All_Times played,1_All_wins,1_All_draws,1_All_losses,1_All_Total rounds played,1_All_Rounds won,1_All_Win percent,1_All_Pistol rounds,1_All_Pistol rounds won,1_All_Pistol round win percent,1_All_CT round win percent,1_All_T round win percent,2_top_Times played,2_top_wins,2_top_draws,2_top_losses,2_top_Total rounds played,2_top_Rounds won,2_top_Win percent,2_top_Pistol rounds,2_top_Pistol rounds won,2_top_Pistol round win percent,2_top_CT round win percent,2_top_T round win percent,2_All_Times played,2_All_wins,2_All_draws,2_All_losses,2_All_Total rounds played,2_All_Rounds won,2_All_Win percent,2_All_Pistol rounds,2_All_Pistol rounds won,2_All_Pistol round win percent,2_All_CT round win percent,2_All_T round win percent
Nuke,1,80,70,17,9,0,8,464,236,0.529,34,22,0.647,0.56,0.457,17,9,0,8,464,236,0.529,34,22,0.647,0.56,0.457,1,1,0,0,27,16,1.0,2,1,0.5,0.667,0.5,1,1,0,0,27,16,1.0,2,1,0.5,0.667,0.5
Mirage,1,80,70,16,10,0,6,429,216,0.625,32,18,0.562,0.55,0.454,16,10,0,6,429,216,0.625,32,18,0.562,0.55,0.454,6,5,0,1,165,91,0.833,12,6,0.5,0.597,0.516,6,5,0,1,165,91,0.833,12,6,0.5,0.597,0.516
Nuke,-1,98,65,6,3,0,3,161,74,0.5,12,6,0.5,0.565,0.342,6,3,0,3,161,74,0.5,12,6,0.5,0.565,0.342,13,11,0,2,351,197,0.846,26,13,0.5,0.634,0.505,13,11,0,2,351,197,0.846,26,13,0.5,0.634,0.505
Overpass,1,98,65,5,4,0,1,118,74,0.8,10,9,0.9,0.611,0.641,5,4,0,1,118,74,0.8,10,9,0.9,0.611,0.641,7,2,0,5,194,83,0.286,14,7,0.5,0.518,0.305,7,2,0,5,194,83,0.286,14,7,0.5,0.518,0.305
Mirage,1,98,65,4,1,0,3,110,55,0.25,8,4,0.5,0.635,0.319,4,1,0,3,110,55,0.25,8,4,0.5,0.635,0.319,13,8,0,5,361,184,0.615,26,12,0.462,0.519,0.5,13,8,0,5,361,184,0.615,26,12,0.462,0.519,0.5
Mirage,1,200,200,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Inferno,-1,200,200,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Vertigo,-1,200,200,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Vertigo,1,32,105,9,5,0,4,226,109,0.556,18,11,0.611,0.621,0.336,9,5,0,4,226,109,0.556,18,11,0.611,0.621,0.336,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,2,0,0,2,58,26,0.0,4,3,0.75,0.552,0.345
Dust2,-1,32,105,13,7,0,6,333,170,0.538,26,11,0.423,0.558,0.46,13,7,0,6,333,170,0.538,26,11,0.423,0.558,0.46,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Inferno,1,32,105,15,9,0,6,390,214,0.6,30,15,0.5,0.549,0.548,15,9,0,6,390,214,0.6,30,15,0.5,0.549,0.548,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,5,1,0,4,138,66,0.2,10,3,0.3,0.515,0.444
Vertigo,1,154,216,2,1,0,1,48,19,0.5,4,3,0.75,0.556,0.3,2,1,0,1,48,19,0.5,4,3,0.75,0.556,0.3,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Dust2,-1,154,216,1,0,0,1,25,9,0.0,2,1,0.5,0.4,0.3,1,0,0,1,25,9,0.0,2,1,0.5,0.4,0.3,1,0,0,1,22,6,0.0,2,0,0.0,0.4,0.0,1,0,0,1,22,6,0.0,2,0,0.0,0.4,0.0
Inferno,1,154,216,3,1,0,2,75,36,0.333,6,3,0.5,0.2,0.667,3,1,0,2,75,36,0.333,6,3,0.5,0.2,0.667,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Dust2,1,59,48,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,24,16,1.0,2,1,0.5,0.733,0.556,8,3,0,5,191,80,0.375,16,8,0.5,0.463,0.375,8,3,0,5,191,80,0.375,16,8,0.5,0.463,0.375
Inferno,1,59,48,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,8,6,0,2,214,121,0.75,16,10,0.625,0.616,0.51,12,3,0,9,311,129,0.25,24,6,0.25,0.451,0.383,12,3,0,9,311,129,0.25,24,6,0.25,0.451,0.383
Inferno,-1,59,52,9,7,0,2,238,137,0.778,18,11,0.611,0.62,0.53,9,7,0,2,238,137,0.778,18,11,0.611,0.62,0.53,3,2,0,1,76,42,0.667,6,5,0.833,0.514,0.585,3,2,0,1,76,42,0.667,6,5,0.833,0.514,0.585
Vertigo,-1,59,52,3,3,0,0,70,48,1.0,6,3,0.5,0.815,0.605,3,3,0,0,70,48,1.0,6,3,0.5,0.815,0.605,3,3,0,0,71,48,1.0,6,6,1.0,0.718,0.625,3,3,0,0,71,48,1.0,6,6,1.0,0.718,0.625
Ancient,1,2,149,3,3,0,0,77,48,1.0,6,4,0.667,0.822,0.344,3,3,0,0,77,48,1.0,6,4,0.667,0.822,0.344,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,34,19,1.0,2,1,0.5,0.625,0.5
Dust2,1,9,66,4,2,0,2,119,62,0.5,8,5,0.625,0.38,0.623,4,2,0,2,119,62,0.5,8,5,0.625,0.38,0.623,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,11,7,0,4,289,150,0.636,22,10,0.455,0.662,0.387
Overpass,1,1,42,8,5,0,3,212,112,0.625,16,10,0.625,0.638,0.421,8,5,0,3,212,112,0.625,16,10,0.625,0.638,0.421,8,6,0,2,205,120,0.75,16,11,0.688,0.642,0.506,9,7,0,2,230,136,0.778,18,12,0.667,0.654,0.51
Overpass,1,5,25,7,5,0,2,185,104,0.714,14,9,0.643,0.667,0.463,7,5,0,2,185,104,0.714,14,9,0.643,0.667,0.463,4,4,0,0,95,64,1.0,8,6,0.75,0.642,0.714,6,5,0,1,139,89,0.833,12,9,0.75,0.628,0.656
Vertigo,1,11,36,2,1,0,1,61,26,0.5,4,1,0.25,0.389,0.48,2,1,0,1,61,26,0.5,4,1,0.25,0.389,0.48,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,8,5,0,3,214,112,0.625,16,7,0.438,0.614,0.442
Nuke,-1,29,15,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9,5,0,4,236,112,0.556,18,6,0.333,0.509,0.442,6,2,0,4,148,67,0.333,12,3,0.25,0.566,0.333,7,3,0,4,175,83,0.429,14,4,0.286,0.571,0.369
Mirage,-1,17,18,5,1,0,4,143,62,0.2,10,4,0.4,0.415,0.449,5,1,0,4,143,62,0.2,10,4,0.4,0.415,0.449,2,2,0,0,62,35,1.0,4,3,0.75,0.485,0.655,4,4,0,0,124,70,1.0,8,6,0.75,0.492,0.639
Ancient,1,19,32,7,3,0,4,186,93,0.429,14,6,0.429,0.627,0.345,7,3,0,4,186,93,0.429,14,6,0.429,0.627,0.345,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,13,8,0,5,339,180,0.615,26,8,0.308,0.662,0.422
Mirage,-1,11,1,5,0,0,5,121,41,0.0,10,5,0.5,0.373,0.283,5,0,0,5,121,41,0.0,10,5,0.5,0.373,0.283,9,7,0,2,290,154,0.778,18,9,0.5,0.575,0.486,10,7,0,3,317,165,0.7,20,10,0.5,0.557,0.484
Vertigo,1,42,36,11,3,0,8,338,164,0.273,22,12,0.545,0.55,0.427,18,8,0,10,502,269,0.444,36,22,0.611,0.589,0.489,7,4,0,3,180,89,0.571,14,7,0.5,0.581,0.415,9,5,0,4,236,118,0.556,18,7,0.389,0.578,0.425
Mirage,1,5,15,4,3,0,1,98,53,0.75,8,3,0.375,0.592,0.49,4,3,0,1,98,53,0.75,8,3,0.375,0.592,0.49,12,5,0,7,305,151,0.417,24,13,0.542,0.559,0.424,13,5,0,8,335,165,0.385,26,14,0.538,0.545,0.434
Mirage,-1,29,25,12,6,0,6,353,167,0.5,24,7,0.292,0.517,0.431,24,16,0,8,680,350,0.667,48,19,0.396,0.544,0.489,6,4,0,2,163,90,0.667,12,4,0.333,0.544,0.56,17,12,0,5,440,251,0.706,34,19,0.559,0.599,0.547
Mirage,1,2,18,7,4,0,3,192,107,0.571,14,11,0.786,0.66,0.453,9,6,0,3,289,160,0.667,18,14,0.778,0.639,0.469,5,5,0,0,152,86,1.0,10,8,0.8,0.526,0.608,5,5,0,0,152,86,1.0,10,8,0.8,0.526,0.608
Ancient,1,17,149,5,4,0,1,122,70,0.8,10,4,0.4,0.606,0.529,5,4,0,1,122,70,0.8,10,4,0.4,0.606,0.529,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,2,1,0,1,62,31,0.5,4,1,0.25,0.586,0.424
Dust2,-1,9,19,3,1,0,2,99,46,0.333,6,4,0.667,0.333,0.574,5,3,0,2,137,78,0.6,10,7,0.7,0.492,0.639,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,14,10,0,4,360,204,0.714,28,19,0.679,0.597,0.542
Ancient,1,32,66,14,8,0,6,360,185,0.571,28,8,0.286,0.65,0.405,14,8,0,6,360,185,0.571,28,8,0.286,0.65,0.405,6,2,0,4,157,69,0.333,12,3,0.25,0.514,0.373,9,4,0,5,239,111,0.444,18,7,0.389,0.557,0.379
Dust2,-1,18,25,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,5,2,0,3,123,54,0.4,10,5,0.5,0.368,0.527,7,4,0,3,186,89,0.571,14,7,0.5,0.455,0.506
Dust2,1,11,42,6,4,0,2,145,77,0.667,12,5,0.417,0.56,0.5,6,4,0,2,145,77,0.667,12,5,0.417,0.56,0.5,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9,6,0,3,217,124,0.667,18,10,0.556,0.574,0.569
Inferno,-1,9,17,2,1,0,1,53,29,0.5,4,2,0.5,0.533,0.565,3,2,0,1,77,45,0.667,6,3,0.5,0.615,0.553,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,5,2,0,3,143,65,0.4,10,3,0.3,0.438,0.471
Nuke,-1,15,32,7,3,0,4,169,83,0.429,14,5,0.357,0.585,0.402,8,4,0,4,196,99,0.5,16,6,0.375,0.588,0.424,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,17,12,0,5,447,236,0.706,34,16,0.471,0.595,0.463
Mirage,-1,5,2,5,4,0,1,123,69,0.8,10,3,0.3,0.625,0.492,5,4,0,1,123,69,0.8,10,3,0.3,0.625,0.492,10,7,0,3,310,176,0.7,20,15,0.75,0.654,0.477,10,7,0,3,310,176,0.7,20,15,0.75,0.654,0.477
Inferno,1,5,2,4,3,0,1,118,65,0.75,8,5,0.625,0.569,0.528,4,3,0,1,118,65,0.75,8,5,0.625,0.569,0.528,3,1,0,2,84,39,0.333,6,3,0.5,0.5,0.425,3,1,0,2,84,39,0.333,6,3,0.5,0.5,0.425
Nuke,1,5,2,6,4,0,2,143,83,0.667,12,7,0.583,0.641,0.532,6,4,0,2,143,83,0.667,12,7,0.583,0.641,0.532,5,3,0,2,127,66,0.6,10,7,0.7,0.538,0.507,5,3,0,2,127,66,0.6,10,7,0.7,0.538,0.507
Ancient,1,149,66,3,1,0,2,82,35,0.333,6,2,0.333,0.618,0.292,3,1,0,2,82,35,0.333,6,2,0.333,0.618,0.292,9,4,0,5,235,107,0.444,18,5,0.278,0.57,0.359,9,4,0,5,235,107,0.444,18,5,0.278,0.57,0.359
Overpass,-1,149,66,2,1,0,1,52,29,0.5,4,3,0.75,0.636,0.5,2,1,0,1,52,29,0.5,4,3,0.75,0.636,0.5,12,7,0,5,342,187,0.583,24,15,0.625,0.626,0.468,12,7,0,5,342,187,0.583,24,15,0.625,0.626,0.468
Dust2,-1,149,66,1,1,0,0,25,16,1.0,2,0,0.0,0.667,0.6,1,1,0,0,25,16,1.0,2,0,0.0,0.667,0.6,11,6,0,5,282,136,0.545,22,10,0.455,0.636,0.347,11,6,0,5,282,136,0.545,22,10,0.455,0.636,0.347
Dust2,-1,1,19,9,6,0,3,246,133,0.667,18,11,0.611,0.553,0.526,9,6,0,3,246,133,0.667,18,11,0.611,0.553,0.526,13,9,0,4,330,188,0.692,26,17,0.654,0.583,0.559,15,11,0,4,384,220,0.733,30,21,0.7,0.595,0.556
Mirage,-1,1,19,10,8,0,2,320,170,0.8,20,10,0.5,0.571,0.491,11,8,0,3,347,181,0.727,22,11,0.5,0.555,0.489,8,2,0,6,224,105,0.25,16,7,0.438,0.545,0.376,9,3,0,6,260,124,0.333,18,8,0.444,0.574,0.361
Inferno,-1,29,36,12,5,0,7,331,156,0.417,24,14,0.583,0.44,0.51,17,8,0,9,475,226,0.471,34,20,0.588,0.437,0.524,8,4,0,4,203,101,0.5,16,5,0.312,0.477,0.522,12,6,0,6,310,157,0.5,24,12,0.5,0.469,0.547
Vertigo,-1,29,36,10,6,0,4,278,146,0.6,20,14,0.7,0.62,0.414,12,7,0,5,335,175,0.583,24,17,0.708,0.642,0.385,5,3,0,2,136,67,0.6,10,5,0.5,0.625,0.375,10,5,0,5,278,138,0.5,20,8,0.4,0.569,0.426
Nuke,1,31,25,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,18,13,0,5,473,252,0.722,36,16,0.444,0.604,0.462,6,3,0,3,166,88,0.5,12,8,0.667,0.575,0.488,11,5,0,6,297,162,0.455,22,16,0.727,0.637,0.438
Dust2,-1,31,25,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,13,7,0,6,330,167,0.538,26,11,0.423,0.58,0.429,7,4,0,3,195,92,0.571,14,7,0.5,0.413,0.538,8,5,0,3,222,108,0.625,16,8,0.5,0.454,0.524
Inferno,-1,31,25,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,15,9,0,6,390,214,0.6,30,15,0.5,0.549,0.548,8,6,0,2,214,128,0.75,16,10,0.625,0.587,0.61,13,11,0,2,347,208,0.846,26,15,0.577,0.56,0.644
Overpass,1,19,52,4,3,0,1,96,60,0.75,8,6,0.75,0.661,0.568,4,3,0,1,96,60,0.75,8,6,0.75,0.661,0.568,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,13,8,0,5,365,203,0.615,26,16,0.615,0.642,0.473
Ancient,1,19,52,6,4,0,2,159,87,0.667,12,7,0.583,0.613,0.481,6,4,0,2,159,87,0.667,12,7,0.583,0.613,0.481,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,10,4,0,6,261,117,0.4,20,5,0.25,0.557,0.353
Inferno,1,2,11,4,1,0,3,113,52,0.25,8,3,0.375,0.458,0.463,4,1,0,3,113,52,0.25,8,3,0.375,0.458,0.463,9,6,0,3,284,152,0.667,18,8,0.444,0.586,0.49,10,7,0,3,303,168,0.7,20,10,0.5,0.608,0.503
Mirage,1,2,11,9,6,0,3,240,139,0.667,18,13,0.722,0.677,0.474,11,8,0,3,337,192,0.727,22,16,0.727,0.655,0.482,6,0,0,6,151,55,0.0,12,6,0.5,0.389,0.328,6,0,0,6,151,55,0.0,12,6,0.5,0.389,0.328
Dust2,-1,16,40,2,2,0,0,41,32,1.0,4,3,0.75,0.733,0.909,3,2,0,1,70,45,0.667,6,5,0.833,0.667,0.6,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,10,6,0,4,244,135,0.6,20,12,0.6,0.575,0.534
Inferno,1,16,40,12,7,0,5,340,182,0.583,24,13,0.542,0.562,0.509,15,10,0,5,420,230,0.667,30,18,0.6,0.554,0.542,1,0,0,1,25,9,0.0,2,1,0.5,0.333,0.4,17,10,0,7,441,240,0.588,34,19,0.559,0.564,0.525
Overpass,-1,16,40,7,2,0,5,163,69,0.286,14,7,0.5,0.5,0.363,11,5,0,6,274,130,0.455,22,9,0.409,0.496,0.455,1,1,0,0,27,16,1.0,2,1,0.5,0.667,0.5,10,7,0,3,250,140,0.7,20,12,0.6,0.637,0.47
Nuke,1,1,15,5,4,0,1,115,71,0.8,10,8,0.8,0.68,0.5,5,4,0,1,115,71,0.8,10,8,0.8,0.68,0.5,7,6,0,1,182,106,0.857,14,8,0.571,0.735,0.455,7,6,0,1,182,106,0.857,14,8,0.571,0.735,0.455
Inferno,1,1,15,11,7,0,4,296,154,0.636,22,13,0.591,0.598,0.462,15,11,0,4,416,224,0.733,30,18,0.6,0.574,0.509,5,2,0,3,142,65,0.4,10,3,0.3,0.458,0.457,6,3,0,3,171,81,0.5,12,3,0.25,0.465,0.482
Mirage,-1,9,37,2,1,0,1,56,26,0.5,4,2,0.5,0.433,0.5,2,1,0,1,56,26,0.5,4,2,0.5,0.433,0.5,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,13,5,0,8,404,199,0.385,26,13,0.5,0.594,0.396
Inferno,1,9,37,4,2,0,2,105,57,0.5,8,5,0.625,0.574,0.51,4,2,0,2,105,57,0.5,8,5,0.625,0.574,0.51,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,13,7,0,6,334,173,0.538,26,14,0.538,0.497,0.539
Overpass,1,9,37,1,0,0,1,24,8,0.0,2,0,0.0,0.111,0.467,1,0,0,1,24,8,0.0,2,0,0.0,0.111,0.467,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9,5,0,4,236,121,0.556,18,9,0.5,0.523,0.5
Nuke,-1,11,15,3,1,0,2,82,40,0.333,6,3,0.5,0.683,0.293,3,1,0,2,82,40,0.333,6,3,0.5,0.683,0.293,7,5,0,2,175,95,0.714,14,9,0.643,0.697,0.424,8,6,0,2,203,111,0.75,16,9,0.562,0.708,0.421
Dust2,1,11,15,4,2,0,2,96,45,0.5,8,3,0.375,0.489,0.451,7,5,0,2,172,93,0.714,14,5,0.357,0.589,0.488,1,0,0,1,29,13,0.0,2,1,0.5,0.4,0.5,2,1,0,1,51,29,0.5,4,3,0.75,0.6,0.524
Mirage,1,11,15,7,0,0,7,180,68,0.0,14,6,0.429,0.41,0.333,7,0,0,7,180,68,0.0,14,6,0.429,0.41,0.333,6,1,0,5,171,74,0.167,12,4,0.333,0.436,0.43,6,1,0,5,171,74,0.167,12,4,0.333,0.436,0.43
Vertigo,-1,19,40,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0,0,1,22,6,0.0,2,1,0.5,0.0,0.4,19,9,0,10,544,291,0.474,38,23,0.605,0.588,0.488
Dust2,-1,19,40,1,0,0,1,36,17,0.0,2,1,0.5,0.389,0.556,1,0,0,1,36,17,0.0,2,1,0.5,0.389,0.556,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,10,6,0,4,247,135,0.6,20,11,0.55,0.586,0.511
Dust2,-1,31,9,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,13,6,0,7,330,154,0.462,26,10,0.385,0.527,0.404,5,2,0,3,143,70,0.4,10,5,0.5,0.354,0.603,6,3,0,3,161,86,0.5,12,7,0.583,0.45,0.617
Ancient,1,31,9,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,13,7,0,6,332,169,0.538,26,8,0.308,0.645,0.39,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Inferno,-1,31,9,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,15,8,0,7,387,203,0.533,30,16,0.533,0.535,0.512,5,3,0,2,141,76,0.6,10,7,0.7,0.583,0.493,5,3,0,2,141,76,0.6,10,7,0.7,0.583,0.493
Overpass,1,50,97,11,6,0,5,299,168,0.545,22,16,0.727,0.591,0.526,11,6,0,5,299,168,0.545,22,16,0.727,0.591,0.526,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,4,3,0,1,95,55,0.75,8,4,0.5,0.652,0.51
Nuke,-1,50,97,10,4,0,6,257,128,0.4,20,10,0.5,0.527,0.468,10,4,0,6,257,128,0.4,20,10,0.5,0.527,0.468,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0,0,1,23,7,0.0,2,1,0.5,0.333,0.25
Dust2,1,50,97,10,7,0,3,261,137,0.7,20,12,0.6,0.472,0.574,10,7,0,3,261,137,0.7,20,12,0.6,0.472,0.574,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,2,1,0,1,60,32,0.5,4,3,0.75,0.562,0.5
Nuke,-1,70,65,2,1,0,1,62,32,0.5,4,1,0.25,0.688,0.333,2,1,0,1,62,32,0.5,4,1,0.25,0.688,0.333,14,12,0,2,378,213,0.857,28,13,0.464,0.642,0.502,14,12,0,2,378,213,0.857,28,13,0.464,0.642,0.502
Inferno,1,70,65,8,8,0,0,217,131,1.0,16,9,0.562,0.642,0.565,8,8,0,0,217,131,1.0,16,9,0.562,0.642,0.565,8,1,0,7,213,93,0.125,16,3,0.188,0.481,0.39,8,1,0,7,213,93,0.125,16,3,0.188,0.481,0.39
Mirage,-1,70,65,7,5,0,2,192,102,0.714,14,7,0.5,0.595,0.481,7,5,0,2,192,102,0.714,14,7,0.5,0.595,0.481,14,8,0,6,391,198,0.571,28,13,0.464,0.5,0.513,14,8,0,6,391,198,0.571,28,13,0.464,0.5,0.513
Ancient,-1,200,93,7,5,0,2,212,109,0.714,14,7,0.5,0.491,0.538,7,5,0,2,212,109,0.714,14,7,0.5,0.491,0.538,17,7,0,10,475,230,0.412,34,19,0.559,0.588,0.375,17,7,0,10,475,230,0.412,34,19,0.559,0.588,0.375
Inferno,1,200,93,13,10,0,3,306,190,0.769,26,15,0.577,0.669,0.588,13,10,0,3,306,190,0.769,26,15,0.577,0.669,0.588,22,10,0,12,621,304,0.455,44,20,0.455,0.472,0.504,22,10,0,12,621,304,0.455,44,20,0.455,0.472,0.504
Overpass,-1,200,93,9,5,0,4,245,123,0.556,18,9,0.5,0.575,0.439,9,5,0,4,245,123,0.556,18,9,0.5,0.575,0.439,17,5,0,12,462,205,0.294,34,9,0.265,0.496,0.388,17,5,0,12,462,205,0.294,34,9,0.265,0.496,0.388
Nuke,-1,42,31,5,3,0,2,134,68,0.6,10,6,0.6,0.691,0.318,11,8,0,3,291,159,0.727,22,7,0.318,0.69,0.382,13,5,0,8,341,164,0.385,26,12,0.462,0.547,0.397,14,6,0,8,363,180,0.429,28,13,0.464,0.566,0.405
Nuke,-1,34,16,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,8,5,0,3,215,113,0.625,16,11,0.688,0.602,0.462,14,8,0,6,331,186,0.571,28,16,0.571,0.729,0.385,15,9,0,6,354,202,0.6,30,17,0.567,0.736,0.403
Ancient,-1,39,19,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,3,1,0,2,89,44,0.333,6,3,0.5,0.682,0.311,6,2,0,4,162,77,0.333,12,5,0.417,0.613,0.29,6,2,0,4,162,77,0.333,12,5,0.417,0.613,0.29
Dust2,-1,138,43,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9,4,0,5,239,117,0.444,18,12,0.667,0.514,0.47,13,6,0,7,352,175,0.462,26,11,0.423,0.511,0.483,13,6,0,7,352,175,0.462,26,11,0.423,0.511,0.483
Vertigo,1,5,15,6,2,0,4,147,72,0.333,12,7,0.583,0.529,0.433,8,3,0,5,209,105,0.375,16,9,0.562,0.543,0.452,13,10,0,3,326,185,0.769,26,12,0.462,0.617,0.516,17,13,0,4,451,254,0.765,34,16,0.471,0.601,0.526
Mirage,-1,5,15,14,7,0,7,380,195,0.5,28,11,0.393,0.562,0.474,19,11,0,8,503,267,0.579,38,17,0.447,0.596,0.471,7,5,0,2,187,100,0.714,14,5,0.357,0.629,0.415,8,6,0,2,207,116,0.75,16,6,0.375,0.65,0.437
Ancient,1,5,15,7,3,0,4,204,101,0.429,14,7,0.5,0.591,0.383,12,7,0,5,345,174,0.583,24,12,0.5,0.589,0.406,8,5,0,3,218,116,0.625,16,8,0.5,0.62,0.445,10,7,0,3,267,148,0.7,20,11,0.55,0.63,0.486
Inferno,1,4,99,5,4,0,1,147,81,0.8,10,7,0.7,0.544,0.559,5,4,0,1,147,81,0.8,10,7,0.7,0.544,0.559,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,6,3,0,3,173,90,0.5,12,6,0.5,0.547,0.487
Nuke,1,4,99,7,5,0,2,168,99,0.714,14,8,0.571,0.62,0.562,7,5,0,2,168,99,0.714,14,8,0.571,0.62,0.562,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,5,2,0,3,125,60,0.4,10,6,0.6,0.547,0.41
Inferno,1,10,12,5,1,0,4,121,46,0.2,10,3,0.3,0.464,0.308,5,1,0,4,121,46,0.2,10,3,0.3,0.464,0.308,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9,7,0,2,249,140,0.778,18,12,0.667,0.598,0.528
Ancient,1,10,12,12,8,0,4,329,170,0.667,24,11,0.458,0.577,0.467,14,10,0,4,380,202,0.714,28,12,0.429,0.598,0.473,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,5,3,0,2,132,65,0.6,10,2,0.2,0.657,0.323
Mirage,-1,7,25,6,3,0,3,176,96,0.5,12,6,0.5,0.567,0.519,6,3,0,3,176,96,0.5,12,6,0.5,0.567,0.519,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,6,4,0,2,158,85,0.667,12,11,0.917,0.515,0.556
Ancient,1,7,25,9,6,0,3,246,128,0.667,18,7,0.389,0.613,0.426,11,8,0,3,291,160,0.727,22,9,0.409,0.628,0.473,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,7,6,0,1,175,107,0.857,14,9,0.643,0.779,0.449
Inferno,1,7,25,4,2,0,2,102,48,0.5,8,3,0.375,0.481,0.46,5,3,0,2,126,64,0.6,10,4,0.4,0.493,0.525,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,8,6,0,2,231,127,0.75,16,6,0.375,0.546,0.554
Ancient,1,5,4,12,7,0,5,340,174,0.583,24,12,0.5,0.589,0.419,13,8,0,5,370,190,0.615,26,13,0.5,0.595,0.418,4,1,0,3,108,51,0.25,8,4,0.5,0.55,0.375,4,1,0,3,108,51,0.25,8,4,0.5,0.55,0.375
Overpass,-1,5,4,12,7,0,5,317,171,0.583,24,7,0.292,0.652,0.432,12,7,0,5,317,171,0.583,24,7,0.292,0.652,0.432,8,6,0,2,210,120,0.75,16,10,0.625,0.676,0.467,8,6,0,2,210,120,0.75,16,10,0.625,0.676,0.467
